"Id","Title","Score","AnswerCount","CommentCount","cluster"
26014,"Univariate non-significant results becoming significant on multivariate analysis",2,4,0,1
26016,"Sample size for logistic regression?",1,2,6,7
26018,"Multiple linear regression for classification",0,1,5,2
26019,"RSS examinations",1,1,0,8
26020,"Geometric distribution without replacement",3,1,2,7
26024,"Moving-average model error terms",0,2,3,3
26025,"Does a stationary process implies a normal distribution of the data?",1,1,16,1
26026,"Cramer-Rao type bound for Information Gain",2,0,2,7
26027,"Is it a problem to have some uncorrelated factors in a CFA?",2,1,1,3
26028,"Using Conditional Optimizations in Training Algorithm of Linear Support Vector Classifier",2,0,5,8
26029,"Minimum of two exponential variates: What's wrong with this derivation?",1,1,1,2
26031,"What statistics should I use to compare percentages?",0,1,0,7
26034,"Multiple regression with categorical variables",0,2,1,1
26038,"How can I calculate cut-off points from a normal distribution?",1,1,9,5
26041,"Can SVM do stream learning one example at a time?",10,4,0,3
26044,"Programmer looking to break into machine learning field",9,4,1,7
26045,"""Array index is less than one"" WINBUGS Error",0,1,0,8
26046,"How to choose the number of nodes in layer recurrent networks?",0,1,0,2
26047,"Larger ngrams vs nested ngrams?",1,1,3,7
26048,"When/where to use functional data analysis?",7,0,4,1
26049,"Feature selection methods for document classtification",3,1,0,4
26054,"Are observations consistent with each other?",1,3,1,5
26056,"Variance stabilization ""rule"" for MCMC jumps...anyone?",2,0,1,8
26058,"Why can log-linear models for binary data be trained using Poisson regression",0,1,0,7
26060,"Derive househould weights from a uniformly distributed person sample",2,3,2,2
26061,"What methods in R can I use to detect and remove possible 'bad' samples from a dataset with hundreds of features?",0,0,0,7
26064,"How can I parallelize runs of train in the caret package on a windows machine?",0,0,0,6
26065,"Effect size of the results of an ANCOVA",2,1,2,4
26067,"Statistical Significant Difference between 5 groups of data",0,2,0,6
26073,"Reference with distributions with various properties",6,4,0,5
26074,"Tests for comparing three or more matched groups",0,0,1,1
26078,"At which extent can standardized moment be trusted in comparison to plotting data?",2,0,4,1
26079,"Is this approach using the central-limit theorem applicable for reasoning about open source project data?",2,0,3,5
26081,"Binomial mid-p value",3,0,3,4
26082,"Bootstrap variance of squared sample mean",2,0,7,8
26084,"How do I compute class probabilities in caret package using 'glmnet' method?",0,1,0,8
26085,"Multiple sufficient statistics and the factorization theorem",1,0,3,5
26088,"Explaining to laypeople why bootstrapping works ",35,5,2,7
26094,"$\chi^2$ fitting with correlated errors",2,1,0,8
26095,"Shape of distribution of histogram",-1,3,3,3
26100,"How to run K-means clustering on data points of varying dimensionality?",4,1,4,3
26102,"How to configure Recurrent Neural Nets?",0,0,0,2
26105,"What is the difference between verifying how strong is the relationship of variables on $\chi^2$ and correlation?",0,1,1,5
26107,"A short question on sample variance",5,3,8,5
26110,"What do these chi-square results mean?",0,1,1,2
26113,"Resampling a high-dimensional sample with added variability/heterogeneity",0,0,0,1
26114,"SVM importance of predictor variables",1,0,1,3
26115,"random forest oob error increase as more tree build",0,0,5,7
26117,"Selecting features using Adaboost",2,1,0,2
26118,"Sufficient Statistic",3,2,1,7
26121,"How to calculate a distribution out of a series of min-max values?",4,1,4,7
26123,"Efficient method/technique to update covariance matrix",0,0,2,7
26133,"Is there a difference between an autocorrelated time-series and serially autocorrelated errors?",2,2,0,2
26137,"Robust estimation of Poisson distribution",5,1,7,1
26138,"How to control for depression when sample was measured using two different tests?",2,1,0,6
26140,"R function breakpoints finds more breaks than Fstats",0,1,0,7
26141,"Which statistical analysis should I use for the study",1,1,9,2
26144,"How to get real-valued continous output from Neural Network?",0,1,6,4
26145,"How to analyse pre and post test data when the outcome measure is Yes/No data?",1,2,5,6
26147,"Why is the sum of squared differences from the sample mean smaller than the sum of squared differences from the true mean?",4,1,3,6
26153,"How Should I Generate a Plausible PDF From Quartiles+Median?",2,1,4,4
26164,"How to implement a two-stage hierarchical model of time series data in R?",3,0,2,4
26165,"Is cointegration symmetric? If A is cointegrated with B, does that mean B is cointegrated with A?",0,0,0,1
26167,"Test of multicollinearity among independent variables in logistic regression",2,2,1,5
26170,"Sample size calculation for truncated normal distribution",4,1,9,6
26171,"How do I insert 2 questions onto a single X axis",0,0,2,1
26172,"Statistical tests for low sample numbers in both indendent groups (n=3 and n=1)",1,1,4,8
26175,"Likelihood of (bivariate?) Bernoulli distribution",0,1,0,5
26176,"Removal of statistically significant intercept term boosts $R^2$ in linear model",15,1,9,1
26178,"Classification table for ordinal logistic regression in R",2,2,2,7
26180,"Proportional odds assumption violated but not sure what to do",2,1,3,8
26183,"Convert ARIMA Model in R to Java Code (only the forecasting)",0,1,0,7
26184,"Is the Dynamic Time Warping constraint Itakura Parallelogram based on series length?",1,1,0,3
26185,"Estimation of white noise parameters in Gaussian random walk model",0,0,4,6
26189,"Equivalence of with and without replacement sampling",1,0,1,4
26192,"How do i determine if a set of values is statistically significant",0,0,2,5
26193,"Mahalanobis distance in a LDA classifier",0,2,1,1
26194,"Discrepancy between number of expected and observed events in logistic regression",1,0,5,2
26197,"Using multinomial logistic regression for multiple related outcomes",5,3,2,4
26198,"What can I do if my logistic regression model doesn't predict anything?",5,3,2,5
26199,"How do I calculate a posterior distribution for a Poisson model with exponential prior distribution for the parameter?",0,1,2,7
26204,"Calculating standard deviation in running",0,0,1,4
26208,"How do you save an R script as a R file?",0,0,2,6
26214,"Inconsistent results from attempting to count matching values in lists within data frames in R",2,1,2,3
26218,"Are there any ways to update SVM model incrementally like Bayesian or k-NN classifiers?",1,0,0,4
26219,"Generating a Gaussian dataset in MATLAB",1,3,0,5
26220,"ANOVA repeated measures when data are non normal and non homogenous",0,0,5,5
26223,"building a risk adjustment model",0,0,1,4
26227,"Controlling for multiple, nominal variables in a linear model",0,1,0,7
26230,"What is the mathematical difference between random- and fixed-effects?",3,1,1,6
26234,"How can all-positive coefficients be chosen in 2nd order linear regression to minimize the number of coefficients?",0,0,10,3
26235,"Are regressions with student-t errors useless?",6,1,0,8
26236,"Beta Regression with Zelig",0,0,2,5
26237,"Dependent vs. independent samples",0,3,6,3
26239,"Time series with 3 factors from different sources",3,0,0,1
26240,"Expectation of weakly stationary process",0,1,1,8
26242,"Is a chi-sq test for independence appropriate for categorical time series?",1,0,0,7
26244,"What is the confidence interval calculated in a spectral density periodogram in R?",1,0,0,5
26247,"Estimating a survival probability in R",0,1,4,5
26249,"""Investigator intention"" and thresholds/p-values",10,1,0,8
26252,"How to determine the accuracy of a statement?",0,1,3,2
26256,"Inverse of the central difference operator",0,1,3,2
26257,"Can we use Mahalanobis distance to match one sentence with many other sentences and how?",1,1,0,4
26259,"Something like Central Limit Theorem for variance and maybe even for covariance?",2,1,2,6
26261,"What is randomness?",7,4,3,1
26270,"NEGATIVE CRONBHAC ALPHA ",0,0,2,3
26271,"Comparing two classifier accuracy results for statistical significance with t-test",2,2,0,2
26274,"Politically correct way of ordering stacked barplots?",3,3,5,7
26275,"How to check if a time series is I(1) in R?",0,1,0,8
26276,"Cross entropy and the fitness function",0,1,3,3
26277,"How to bootstrap prediction intervals for ""customized"" regression models in R",2,0,6,8
26280,"Is it allowed to transform x and y in an ANCOVA?",1,1,2,6
26281,"Visualization of an ensemble of sequences",2,0,4,4
26284,"Regression line envelope from Census ACS data",2,0,2,8
26286,"What to do when the standard error equals 0",3,2,4,8
26288,"Understanding Odds Ratios in Logistic Regression",2,1,0,3
26293,"How to obtain decision boundaries from linear SVM in R?",1,1,1,2
26294,"Goodness of fit between columns of a 10000x2 table (with low counts)",0,0,2,6
26296,"Good books covering data preprocessing and outlier detection techniques",7,3,3,7
26298,"Possibility of analyzing the hypothesis using Friedman's test ",1,0,6,8
26299,"How to account for mixed values from pooled samples and individuals?",0,0,0,1
26300,"Does causation imply correlation?",33,5,0,2
26301,"LDA projection for classification",0,0,3,1
26305,"Robust Support Vector Regression - robust to outliers",1,0,0,6
26313,"Frequentist ability to use observations",3,3,1,5
26316,"Need help to understand the meaning of this formula ",0,2,4,3
26323,"Methods of measuring strength of arbitrary non-linear relationships between two variables?",2,1,5,2
26325,"Can an svmlight model be converted to work with libsvm?",0,0,0,7
26326,"How to estimate missing data?",1,3,6,8
26328,"Basic information or texts required about modelling k bernoulli trials",0,0,4,5
26329,"What is a ""Unit Information Prior""?",2,1,0,4
26339,"The unit information prior and its BIC approximation",0,1,0,7
26341,"how-to-analyse-three-independent-variables-and-two-dependent-variables",0,0,0,5
26343,"Several bivariate correlation tests",1,1,0,4
26344,"How to uniformly project a hash to a fixed number of buckets",1,0,5,3
26345,"Determine weights from selection probabilities in a ""with replacement"" sampling scheme",0,0,8,6
26346,"Fitting a Poisson GLM in R - issues with rates vs. counts",4,1,0,7
26347,"High-dimensional dependent binary explanatory variable",-1,1,2,6
26350,"Missing data, finding group differences",0,1,0,3
26352,"PCA analysis with centered variables",1,2,4,8
26354,"Bootstrap data in order to get an estimate of the variance",1,1,0,5
26360,"Find the probability of having k red balls after d days",6,3,5,5
26363,"Inverse hyperbolic sine transformation: estimation of theta",1,1,1,4
26364,"Variability in k-means clusters results: setting set.seed() before?",1,1,0,8
26368,"Examples of spatial generalized linear models",2,0,3,3
26369,"Moving average error term",0,0,1,1
26371,"Heteroskedasticity-consistent Standard Errors for Difference Between Two Populations?",1,1,3,5
26372,"Introductory book for multivariate statistics",2,6,7,5
26377,"Interference of covariate and random-factor 'subject' in ANCOVA?",0,0,0,1
26380,"Should PCA or correlations be examined first in the context of correlated predictors in regression?",1,1,2,1
26381,"What is the difference between tapped delay line and sliding window in a neural network?",1,0,0,7
26383,"Conditional Expectation for Probability Distribution",-1,1,3,8
26386,"Instrumental variables with dichotomous instrument, variable, and outcome? Can I use TSLS?",2,2,0,6
26387,"Estimating changes of choice probabilities with choice removal in nested logit",2,1,4,1
26390,"How to adjust average rating for sample size on rating systems with more than two categories?",3,2,2,7
26395,"Derivation for the Confidence Interval for a Population Proportion",2,2,1,6
26396,"Expectation of an estimator?",5,1,8,7
26400,"Mediator versus moderators - not sure which is more appropriate",3,1,0,3
26401,"SAS fails to fit a mixed model",1,0,7,1
26402,"Include two correlated factors in mixed model?",0,1,0,4
26407,"Do data and residuals of a VAR model have to be of normal distribution?",0,1,2,3
26408,"What is the difference between a hazard ratio and the e^coef of a Cox equation?",0,1,1,8
26413,"Opening odds in sport gambling",2,0,6,7
26415,"Markov chain convergence, total variation and KL divergence",2,1,0,2
26416,"Nonlinear regression model linear in some parameters",5,1,4,4
26417,"Computation of composite score or summed score from Likert scale",1,1,1,1
26425,"Comparing odds and payouts of different lotteries",1,1,0,5
26427,"How to cluster survey data?",3,3,7,1
26429,"Is there a version of the arcsine rule for biased coins?",1,0,3,1
26430,"How can I find out if a subset of Stack Exchange users increase/decrease their post rate based on badges earned?",6,1,6,5
26431,"$\chi^2$ test - correcting for not fully independent sample",1,1,2,2
26432,"Time series with multiple subjects and multiple variables",7,2,5,7
26434,"Estimating Frechet distribution parameter in R",1,0,10,5
26435,"Useful heuristic for inferring multicollinearity from high standard errors",3,1,0,8
26436,"Likes/interests datasets for social networks",2,0,1,1
26437,"Criticism of Pearl's Theory of Causality",5,0,2,1
26438,"Problems with interpretation of a CLASS variable with many levels in a logistic regression model",2,1,2,3
26439,"Generating a timeseries of events from an article or document",0,0,1,2
26440,"SAS optimal binning",1,0,1,7
26441,"Repeated measure ANOVA and covariate",0,0,1,5
26448,"Plotting decay in clustering?",2,1,0,1
26449,"Predict GLM poisson with offset",2,1,1,7
26450,"Why does a 95% CI not imply a 95% chance of containing the mean?",44,6,7,1
26451,"What statistic method using spss to use to analyze online buying behavior based on different variables?",1,2,2,2
26454,"Proof that if higher moment exists then lower moment also exists",3,1,5,7
26461,"ANCOVA in R suggests different intercepts, but the 95% CIs overlap... how is this possible?",7,4,1,2
26465,"Behavior of a sum of kernel functions",1,0,4,2
26467,"When do Markov random fields $\neq$ exponential families?",12,1,4,6
26469,"Getting a time plot on levels using the first differences of a time series in R",0,1,0,5
26471,"Machine Learning: Linear classifier and possibility to separate",1,0,2,6
26472,"How to interpret data from linear mixed models functions in R?",0,0,1,3
26473,"Deriving covariance from ""embedded"" random variable",2,3,6,7
26475,"ANOVA - independence assumption",1,1,2,7
26482,"Clustered observations in two-stage model",0,0,0,2
26485,"Does transformation of r into Fisher z benefit a meta-analysis?",2,1,1,5
26486,"How to compare response to same question asked at different time points?",6,3,5,5
26493,"Critical appraisal of survival paper",1,3,2,2
26497,"Polynomial kernel function",1,1,0,7
26499,"How to ""undo"" feature scaling/normalization for output?",0,0,3,6
26500,"How can I use the hier.part package, hierarchical partitioning using R statistics?",1,1,0,1
26502,"Bootstrap, Monte Carlo",5,4,0,2
26505,"How to assess differences between three groups in a pretest - posttest design using SPSS?",2,3,3,1
26506,"Follow-up to factor analysis",0,0,2,1
26508,"What do you do about negative values within a component in a PCA analysis?",0,0,0,5
26510,"How to implement a customized Random Forest classifier",1,1,0,1
26512,"Mean and variance of log-binomial distribution",3,1,1,2
26516,"Adjustment coefficient (Lundberg coefficient) for a Weibull distribution",3,1,5,1
26518,"Understanding the homoscedasticity assumption",1,2,7,8
26520,"Adjusting the classification threshold of Naive Bayes",2,0,2,3
26521,"How to find differentially expressed genes in R?",1,1,1,7
26523,"What is the pooled standard deviation of paired samples?",4,1,0,8
26524,"Within-subjects correlation analysis, 1 dependent and 3 independent ordinal variables",2,0,0,6
26528,"How to estimate shrinkage parameter in Lasso or ridge regression?",7,3,5,8
26529,"Help with change scores and/or ANCOVA design",1,1,0,1
26531,"Do zero inflated continuous covariates cause ""problems"" in binary logistic regression?",3,3,0,5
26533,"Finding optimal number of lags for explanatory variable in a regression analysis",0,0,0,3
26537,"What is the procedure for ""bootstrap validation"" (a.k.a. ""resampling cross-validation"")?",6,2,0,7
26539,"R linear regression categorical variable ""hidden"" value",2,1,4,8
26541,"further hypothesis testing for the difference in ML estimates after optim in R",1,0,9,2
26543,"Three-level nested logit in R",2,0,1,8
26544,"Software library for Hidden Markov Modeling of a large text database",1,0,0,2
26545,"Comparing drug effects in different conditions",0,0,3,1
26547,"How to defined a task in multi-task learning",0,0,0,7
26549,"Sampling model for crowdsourced data?",15,1,0,6
26552,"Doing data analysis for property managers...any tips?",2,2,4,8
26556,"Equivalent mixed models yielding different results in SAS",4,1,6,8
26557,"Is it appropriate to calculate odds ratios between groups matched on covariates (propensity scores)?",1,1,0,2
26558,"First step for big data ($N = 10^{10}$, $p = 2000$)",5,0,4,7
26561,"Clustering variables with outliers",1,1,0,4
26562,"What is a mathematical way to define a point on a scatter plot as an outlier?",4,2,1,2
26564,"Homogenous subgroups SPSS output: A mystery",0,0,0,7
26567,"Does pooled variance correct for/protect from unequal variance when calculating effect size?",2,0,0,8
26568,"Computing prediction intervals for logistic regression",3,1,0,5
26570,"""Incorrect"" p-value during probit regression when probability of a response is zero",2,3,0,5
26571,"How to calculate joint probabilities from conditional probabilities in a Bayesian Network?",2,1,0,8
26572,"Testing for a significant difference between ML estimates: Likelihood ratio or Wald test?",3,0,8,8
26577,"How to test if all the levels have the same success/fail probability?",0,1,0,8
26578,"Best way to visualize attrition using R?",10,3,4,1
26580,"Is there a difference between the ""maximum probability"" and the ""mode"" of a parameter?",6,1,0,6
26584,"Normalization of data before using a Kolmogorov-Smirnov test",1,1,9,1
26585,"How to do a generalized linear model with multiple dependent variables in R?",5,2,5,3
26586,"Volatility and Direction",0,0,1,4
26587,"Comparing Hazard Rate Ratios for different outcomes on the same sample",0,0,5,7
26588,"Multiple FDR corrected experiments using the same data",3,1,0,3
26589,"Multilevel growth curve modeling using R",0,0,0,5
26590,"How to test the effect of intervention on patients quality of life?",1,0,4,6
26591,"Public available binary dataset",0,2,0,1
26598,"Maximum entropy sampler",4,2,0,7
26606,"How to simulate repeated measures multivariate outcomes in R?",5,2,0,2
26608,"How do I estimate the parameters of a log-normal distribution from the sample mean and sample variance",2,1,0,3
26609,"Comparing two non-linear biological models: differences in y vs. differences in slope",3,0,2,1
26611,"How to test the effect of a grouping variable with a non-linear model? ",4,1,1,8
26613,"Mixed Model in SAS",1,1,3,2
26614,"How to specify the unit information prior",1,1,0,4
26619,"How to create index from correlated variables?",2,1,1,8
26620,"iOS App Store Data",2,0,3,1
26622,"How many times can I guess a number from Sample 1 belongs to Sample 2 before concluding that they are not the same?",3,0,1,8
26623,"Odds ratio and confidence interval in meta-analysis",2,1,0,8
26624,"PDFs and probability in naive Bayes classification",2,2,1,4
26626,"SVM and non-linear predictive models - feature selection",0,0,0,6
26629,"The mean and Variance of $log(Combination Index)$",2,0,4,4
26633,"Are then any advantages to using the Robbins-Monroe method for solving k-means?",0,0,0,4
26635,"Sequential clustering with an unknown number of clusters",2,1,5,6
26636,"P-value approximation from an underlying unknown distribution",2,0,2,7
26637,"Measuring correlation between two matrices",1,2,0,7
26646,"How do I test to see if the demographic proportions between two unequally sized groups are statistically different?",1,0,3,8
26648,"Determining polynomial model coefficients forcing slope = 1 and intercept =0",1,0,1,5
26649,"Test for change over time in a time series",2,1,2,7
26650,"How do I reference a regression model's coefficient's standard errors?",2,2,3,8
26652,"Logistic regression on categorical data",2,1,0,4
26654,"What could be the distribution of an explosion energy of a mining-grade and seismic exploration explosives?",1,0,0,1
26656,"Residuals correlated positively with response variable strongly in linear regression",0,1,4,3
26658,"Sampling variance is reduced when removing duplicates -- why?",5,1,0,2
26660,"Checking whether accuracy improvement is significant",3,4,0,4
26661,"Justification of aggregation in multi-level model - ICC in SPSS",0,0,4,1
26663,"Principal component analysis (PCA): identifying most important variables in the space of the original data",0,0,1,6
26665,"Probability of Unique Minimum (Discrete)",3,2,12,7
26667,"Bootstrapping a sample with unequal selection probabilities",2,0,4,7
26668,"Subset models in auto.arima function in forecast package",2,1,0,6
26674,"Spearman's rank correlation for a beginner: Sample size and Interpretation",2,1,8,2
26676,"Generating visually appealing density heat maps in R",8,4,1,1
26677,"What might I be doing wrong to get ""Error: s > 0 is not TRUE"" for a nlmer model?",1,1,1,7
26678,"Using GPML in Matlab for MultiClass Classification",0,1,0,5
26679,"Predicted probabilities of square term in Stata",1,1,0,1
26684,"Estimating species distribution and rate of expansion using only positive data",3,1,2,4
26686,"Continuous Data to Categorical Data",0,1,4,3
26688,"Time series and anomaly detection",1,2,4,5
26689,"Dummy variables and likert scale",0,1,0,4
26694,"High-Frequency Time-Series Forecast With A Lower Bound",0,0,0,6
26696,"Who invented k-fold cross-validation?",10,1,2,3
26699,"improving my variable names",4,1,4,1
26700,"How to use standard deviation to place items in categories?",0,1,1,7
26701,"What is a good optimization algorithm for finding the MAP?",1,0,1,2
26702,"Prediction and Tolerance Intervals",4,1,5,5
26705,"Visualizing counts that have some outliers",3,3,2,6
26707,"Significant Statistical difference One-sample t-test",0,2,5,2
26709,"Cyclostationary time series",2,0,0,3
26712,"regression with multiple response variable in R",1,0,2,5
26715,"Regarding topic candidate list for topic modeling analysis (LDA)",0,1,0,3
26717,"""autocorrelation"" of nominal variable",1,1,3,5
26719,"Finding the probability of getting a complete set from N classes of objects in M draws",2,2,0,5
26720,"Histogram in R: Converting into numeric",0,1,2,1
26722,"Calculate Transition Matrix (Markov) in R",3,1,4,2
26728,"Kernel logistic regression",1,2,0,1
26732,"Multivariate regression for spatial dataset",3,2,0,8
26733,"How to verify that simulated data is normally distributed?",5,4,4,4
26734,"Understanding proxy variable",2,2,1,2
26735,"Dimensionality reduction on binary matrix",0,0,3,5
26738,"Power of FDR vs. FWER approaches in multiple comparisons",3,1,0,4
26740,"Mixed-model formulation in lmer: repeated-measures and covariate",1,0,0,5
26741,"Estimating a survival probability in R (2)",1,0,10,7
26743,"Confidence intervals in a mixed model",2,2,0,6
26748,"How to represent statistical power graphically for a given hypothesis test?",3,1,3,3
26754,"testing that mean(x) = k with a small sample and unknown distribution of x",1,2,2,6
26757,"Outlier removal prior to mixed-effect modelling",3,2,0,4
26759,"simple posterior distribution in the 2-way ANOVA with mixed effects",0,0,0,8
26762,"How to do logistic regression in R when outcome is fractional?",6,3,0,1
26764,"Predicting with both continuous and categorical features",0,1,7,3
26766,"Weights of random sets of random 32-bit strings",3,1,2,7
26769,"Cluster analysis in R produces reversals",3,1,0,7
26771,"Applied statistics methodology",1,2,0,4
26774,"""Strategic Fit"" and profile deviation analysis",0,0,0,1
26780,"Difference between survdiff log-rank and coxph log-rank",1,1,0,5
26781,"Using PCA for detecting similar regions in an image",1,1,1,6
26785,"Optimize function in Matlab",0,0,0,4
26790,"Ensembling regression models",1,1,0,6
26792,"SVM using RBF and nearest neighbor classification method",0,0,2,1
26795,"What is meant by the term ""formal distance metric""?",1,1,2,3
26797,"Finding outliers without assuming normal distribution",1,4,3,5
26801,"Learning error of mlogit ",0,0,2,8
26804,"The genuine inventors of concepts",1,0,7,1
26805,"Average of a tail of a normal distribution",3,0,6,5
26809,"Missing data and feature selection",0,1,1,6
26810,"Why isn't the Anova() function in the Car package returning an F statistic?",0,1,2,4
26813,"Finding the MLE of parameter $\mu$",-2,1,0,1
26815,"Can variance be equal to mean?",0,0,6,7
26817,"Significance of difference in means",2,2,3,6
26818,"Is it legitimate to present results from univariate and multiple regressions?",2,1,0,7
26824,"How to handle missing data in all explanatory variables in linear regression",2,1,4,8
26828,"Crazy AIC and BIC fit - help me understand this please",0,0,13,4
26829,"How do I handle measurement error in sparse data?",2,2,5,5
26830,"Does anyone know where to find the model specification in SPSS",1,1,6,5
26831,"Logistic regression in R",0,1,0,4
26833,"Sorting answers, given overvotes and undervotes",1,0,2,6
26834,"Which statistical test should I use when there are multiple latent predictors and multiple latent outcomes",0,1,3,8
26837,"Where can I get reference formulas for truncated distributions?",2,0,0,6
26839,"How to export SPSS graphs so they can be edited",1,0,3,3
26840,"How to open SPSS SPO files with V20",0,0,1,1
26841,"Is there standard nomenclature for Confidence Distributions?",0,0,11,1
26842,"Correlating volume timeseries",1,2,3,7
26844,"Calculating Expected Revenue For An Auction",0,0,3,6
26847,"Utility or software to visualize Neural Network?",2,1,0,6
26851,"Criteria to select the number of neighbors in the k-th-nearest-neighbor density estimation",2,1,0,8
26855,"Example reports for mixed-model analysis using lmer in biology, psychology and medicine?",7,2,1,8
26858,"How to generate numbers based on an arbitrary discrete distribution?",9,6,2,4
26862,"How to do time series ( longitudinal) clustering based entirely on Shape of the curves?",2,1,0,2
26863,"What is the RMSE normalized by the mean observed value called?",0,2,0,1
26864,"what is the problem solving methodology 'TS Solve'",0,0,1,7
26867,"Comparing impact of variable in a category for a given sample data",0,1,0,7
26870,"Random Variable as a function of mean probability",0,0,3,2
26873,"Is SVM-RFE a ""filter"" or a ""wrapper"" feature selection algorithm?",1,1,0,4
26874,"Aligned rank transform on time series data",1,0,11,5
26875,"Finding limit distribution $T_n$",-4,1,6,1
26876,"Separating the populations in a bimodal distribution",2,2,5,3
26880,"How to compare AUCs using the boot package in R?",0,1,2,7
26886,"Linear combinations of normally distributed values",2,1,3,5
26890,"Item analysis for a likert-type questionnaire - item discrimination, point-biserial, factor analysis, cronbach's alpha, other diagnostics?",3,1,1,8
26892,"How do I determine which functional form is correct?",1,0,6,8
26897,"Advice on formula for factorial, blocked (possibly) repeated measures anova in R",1,0,0,1
26901,"Poisson likelihood and zero counts in expected value",2,3,2,5
26902,"Thoughts on model self-penalization amidst difficult parameter estimation",3,1,8,6
26903,"Interpreting the difference between lognormal and power law distribution (network degree distribution)",3,0,11,5
26906,"Experimental design: what to do when factors cannot be held at constant levels?",2,2,2,4
26909,"MCMC algorithm to estimate beta and variance",0,0,5,4
26910,"How to simulate head to head competition based on winning percentages?",2,1,0,7
26913,"Main methods used to predict functional annotations in GO",0,0,0,4
26914,"Using a regression model to make prediction: When to stop?",4,1,4,2
26916,"Calculating the Variance using Delta Method",2,1,2,1
26917,"Datasets for clustering algorithms",3,2,0,6
26919,"How to analyse reading data with two word types and three types of dependent variables?",1,1,2,6
26920,"Variable ordering using PCA",2,1,1,5
26924,"Variance and Asymptotic normality of sample variance of normal distribution",1,1,6,8
26925,"Speed of linear modeling",0,1,0,7
26926,"Fitting ARIMA with a drift on R",0,1,0,6
26927,"SVAR, Cholesky decomposition and impulse-response function in R",1,1,0,7
26930,"Residuals for Logistic Regression and Cooks Distance",2,2,1,2
26932,"If $\sigma$ follows Inverse-Gamma, can I just square the result to get $\sigma^2$ if I do simulation?",1,1,1,4
26933,"Why does -2*LL differ when using binary logistic regression vs GLM binary logistic in SPSS?",3,0,2,7
26940,"Validation of Bayesian hierarchical model",1,1,10,8
26942,"Updating the probability distribution when removing links from a Bayesian network",0,2,0,1
26946,"Confidence and prediction intervals - non linear regerssion non smooth model",0,0,0,3
26947,"Model selection in mixed-model context using lmer",2,1,1,8
26949,"How to reduce autocorrelation in Metropolis algorithm?",1,0,10,7
26950,"Statistics for rounded data",1,0,5,7
26951,"Given a two populations, each split by ""categories"", how do I test the hypothesis that the mean is larger in the second population?",0,0,8,6
26956,"Multiple comparisons process using Kruskal-Wallis, G-Test and corrections",1,0,0,8
26957,"How to correctly interpret regression in context involving confounding?",1,0,0,4
26958,"Generating correlated numbers with predefined correlations",3,2,11,4
26961,"Multiple Imputation for Mixed Effects models",2,1,0,5
26965,"Logistic regression is slow",3,2,12,5
26968,"How to add labels to the terminal nodes of a ctree (package party)?",0,0,1,6
26969,"How to interpret the T-depiction of multiple comparisons used in R's multcompView package?",1,0,0,5
26970,"Validation techniques for hierarchical model",3,1,1,1
26972,"Estimate in presence of missing observations",3,2,0,4
26974,"I want to do an nested ANOVA but my variances are very unequal",1,1,4,6
26978,"using rmse and mape for model evaluation",0,0,4,5
26980,"ABC model selection",4,1,0,1
26982,"Is there a sequential version of probabilistic latent semantic analysis?",1,1,0,3
26983,"Suggestions for computing correlations between evaluators",2,1,6,2
26985,"Comparing rates of events between an exposed and unexposed group",3,0,1,3
26987,"Identifying a number of significance from a histogram",0,1,3,7
26988,"Probability of finding a particular sequence of base pairs",4,2,2,7
26993,"Classification trees to pick predictive variables",0,1,1,5
26994,"How to fit Bradley–Terry–Luce model in R, without complicated formula?",0,1,2,7
26995,"Controlling for type II error in a hypothesis test for a stopping rule",0,0,0,4
26997,"Positive log likelihood values and penalty of more complex models when ranking models using AIC",3,1,0,3
26999,"auto.arima warns NaNs produced on std error",3,2,3,5
27000,"Clarification on using spec.pgram in R",0,1,0,2
27001,"Simulate data for stratified Cox model",0,1,4,3
27003,"How to fit data with nonlinear partial least squares in R?",1,1,0,8
27004,"Bayesian $\chi^2$ discrepancy",1,1,0,4
27005,"What is the fiducial argument and why has it not been accepted?",13,3,7,2
27007,"What does a squared coefficient of variation signify?",0,0,4,1
27011,"Fast alternatives to the EM algorithm",5,0,3,1
27013,"Finding weights for variables in kNN",0,2,2,5
27016,"Comparing different ways of specifying the same response variable",1,1,0,7
27017,"Visualising generalized linear model",5,1,0,2
27020,"Mixed-effect modelling including factor with NA",3,1,4,8
27022,"Practical implication of using constructed sum variables vs. factor scores for regression",1,0,0,2
27023,"Bayesian Theorem Update Inference",0,1,5,3
27025,"Similarity measure for weighted sets",1,0,2,2
27026,"Compare two group(unequal size)'s Likert Scale answers",0,0,0,3
27027,"Calculating statistical significance between dependent Spearman coefficients",1,1,0,5
27029,"Updating beliefs networks when new event occur in the future",0,0,2,8
27030,"How to set limits using constrOptim in R?",0,2,0,1
27032,"What is an appropriate method for providing bounds when performing maximum likelihood parameter estimation?",1,1,0,1
27033,"In R, given an output from optim with a hessian matrix, how to calculate parameter confidence intervals using the hessian matrix?",-1,1,5,6
27034,"Can I use T-Statistic for constructing a Confidence Interval for sample from large population?",1,1,0,8
27037,"What is the equivalent of the R command ""source"" in STATA?",1,1,0,5
27038,"How to construct a 95% confidence interval of the difference between medians?",16,2,5,2
27039,"Inferential methods on large panel data with sparse clusters and rare outcomes",1,0,0,6
27040,"Some basic question in R writing a R-script for a regression example",0,1,2,5
